"年月日","分配後的漲跌幅","市場漲跌幅","投組累積報酬","市場累積報酬","投組累積報酬指數","市場累積報酬指數","cummax","dd","market_dd","年","annual_return"
2018-03-12,0.0058,0,2.0557,0.7782,3.0557,1.7782,3.0713,-0.00507928238856514,-0.0172975960210002,2018,0.0477189127757747
2018-03-13,0.0018,-0.0041,2.0612,0.7708,3.0612,1.7708,3.0713,-0.00328850975157102,-0.0213871235147831,2018,0.0496048068187709
2018-03-14,0.0079,0,2.0853,0.7708,3.0853,1.7708,3.0853,0,-0.0213871235147831,2018,0.0578966847926392
2018-03-15,3e-04,-0.0042,2.0862,0.7635,3.0862,1.7635,3.0862,0,-0.0254213871235147,2018,0.0582140537980771
2018-03-16,-0.0074,-0.0054,2.0634,0.754,3.0634,1.754,3.0862,-0.0073877260060915,-0.0306714562033711,2018,0.0503832697999713
2018-03-19,0.0064,0.0072,2.0831,0.7666,3.0831,1.7666,3.0862,-0.00100447151837202,-0.0237082066869301,2018,0.0571057227266911
2018-03-20,0.0027,0.0024,2.0915,0.7708,3.0915,1.7708,3.0915,0,-0.0213871235147831,2018,0.0599599081780531
2018-03-21,-0.0453,-0.0256,1.9513,0.7255,2.9513,1.7255,3.0915,-0.0453501536470969,-0.04642166344294,2018,0.0119437243375873
2018-03-22,0.0087,0,1.9769,0.7255,2.9769,1.7255,3.0915,-0.0370693837942746,-0.04642166344294,2018,0.0207476347393243
2018-03-23,0.0253,0.014,2.0523,0.7497,3.0523,1.7497,3.0915,-0.0126799288371341,-0.0330478032605691,2018,0.0465725498982292
2018-03-26,-0.002,-0.0012,2.0462,0.7476,3.0462,1.7476,3.0915,-0.0146530810286269,-0.0342083448466426,2018,0.0444794047984327
2018-03-27,0.0033,-0.0078,2.0561,0.7339,3.0561,1.7339,3.0915,-0.0114507520621058,-0.0417794970986459,2018,0.0479261868342677
2018-03-28,0.0052,0.0049,2.072,0.7424,3.072,1.7424,3.0915,-0.00630761766132937,-0.0370820668693009,2018,0.053375403005806
2018-03-29,4e-04,0.0024,2.0732,0.7466,3.0732,1.7466,3.0915,-0.00591945657447845,-0.0347609836971539,2018,0.0537967531670083
2018-03-30,0.0023,0,2.0803,0.7466,3.0803,1.7466,3.0915,-0.00362283681060982,-0.0347609836971539,2018,0.0562204856992923
2018-03-31,-0.0127,-0.0163,2.0412,0.7181,3.0412,1.7181,3.0915,-0.0162704188905062,-0.0505111909367228,2018,0.0428064855309112
2018-04-02,0.0068,0.008,2.062,0.7318,3.062,1.7318,3.0915,-0.00954229338508816,-0.0429400386847195,2018,0.0498975696325215
2018-04-03,0.0013,-6e-04,2.0659,0.7308,3.0659,1.7308,3.0915,-0.00828076985282222,-0.0434926775352307,2018,0.0512624364730436
2018-04-09,-0.0087,0.0097,2.0393,0.7476,3.0393,1.7476,3.0915,-0.0168850072780203,-0.0342083448466426,2018,0.0421164532757281
2018-04-10,0.0046,0.0018,2.0532,0.7508,3.0532,1.7508,3.0915,-0.0123888080219958,-0.0324399005250069,2018,0.0469101889607966
2018-04-11,0.0014,-0.0042,2.0575,0.7434,3.0575,1.7434,3.0915,-0.0109978974607795,-0.0365294280187898,2018,0.0483758632253417
2018-04-12,-0.0097,-6e-04,2.028,0.7424,3.028,1.7424,3.0915,-0.0205401908458677,-0.0370820668693009,2018,0.0382066173520559
2018-04-13,-0.0075,-0.003,2.0054,0.7371,3.0054,1.7371,3.0915,-0.0278505579815623,-0.0400110527770102,2018,0.0304200677219155
2018-04-16,-0.0089,-0.0097,1.9786,0.7202,2.9786,1.7202,3.0915,-0.0365194889212356,-0.0493506493506494,2018,0.0212493291191904
2018-04-17,0.0151,0.0037,2.0236,0.7266,3.0236,1.7266,3.0915,-0.0219634481643215,-0.0458137607073777,2018,0.03667019398889
2018-04-18,-3e-04,-0.011,2.0226,0.7076,3.0226,1.7076,3.0915,-0.0222869157366973,-0.0563138988670903,2018,0.0363591929306935
2018-04-19,8e-04,-0.0093,2.0249,0.6918,3.0249,1.6918,3.0915,-0.0215429403202329,-0.0650455927051671,2018,0.0371882802850378
2018-04-20,-0.0049,-0.0044,2.0102,0.6844,3.0102,1.6844,3.0915,-0.0262979136341581,-0.0691351201989499,2018,0.0321060577116412
2018-04-23,-0.0347,-0.0081,1.9057,0.6707,2.9057,1.6707,3.0915,-0.0601002749474365,-0.0767062724509532,2018,-0.0037080224909527
2018-04-24,0.0217,0.0057,1.9687,0.6802,2.9687,1.6802,3.0915,-0.0397218178877566,-0.0714562033710968,2018,0.0179115134209937
2018-04-25,-0.0208,-0.0013,1.907,0.6781,2.907,1.6781,3.0915,-0.0596797671033479,-0.0726167449571703,2018,-0.00326104605816302
2018-04-26,0.0013,6e-04,1.9108,0.6791,2.9108,1.6791,3.0915,-0.0584505903283196,-0.0720641061066593,2018,-0.00196528541803853
2018-04-27,0.0034,0.005,1.9207,0.6876,2.9207,1.6876,3.0915,-0.0552482613617984,-0.0673666758773142,2018,0.00142803261154012
2018-04-30,0,-0.0125,1.9206,0.6665,2.9206,1.6665,3.0915,-0.0552806081190359,-0.0790273556231001,2018,0.00142803261154012
2018-05-02,0.0043,-0.0063,1.9333,0.6559,2.9333,1.6559,3.0915,-0.0511725699498625,-0.084885327438519,2018,0.00573417315176972
2018-05-03,0.0033,0.0121,1.943,0.676,2.943,1.676,3.0915,-0.0480349344978166,-0.0737772865432439,2018,0.00905309592317072
2018-05-04,-0.0053,-0.0013,1.9274,0.6739,2.9274,1.6739,3.0915,-0.0530810286268801,-0.0749378281293174,2018,0.00370511451477795
2018-05-07,0.0036,0.0076,1.938,0.6865,2.938,1.6865,3.0915,-0.049652272359696,-0.0679745786128764,2018,0.00731845292703115
2018-05-08,0.0045,0.0088,1.9511,0.7013,2.9511,1.7013,3.0915,-0.045414847161572,-0.0597955236253108,2018,0.0118513859652027
2018-05-09,0.0075,0.005,1.9732,0.7097,2.9732,1.7097,3.0915,-0.0382662138120652,-0.0551533572810168,2018,0.0194402713599418
2018-05-10,-0.003,0.0111,1.9644,0.7287,2.9644,1.7287,3.0915,-0.041112728448973,-0.0446532191213043,2018,0.016381950545862
2018-05-11,0.0069,0.0043,1.9849,0.736,2.9849,1.736,3.0915,-0.0344816432152676,-0.0406189555125724,2018,0.0233949860046283
2018-05-14,-9e-04,-0.0109,1.9823,0.7171,2.9823,1.7171,3.0915,-0.0353226589034449,-0.0510638297872341,2018,0.0224739305172241
2018-05-15,0.0149,0.0061,2.0268,0.7276,3.0268,1.7276,3.0915,-0.0209283519327187,-0.0452611218568665,2018,0.0377087920819308
2018-05-16,-0.0049,-0.0092,2.012,0.7118,3.012,1.7118,3.0915,-0.0257156720038816,-0.0539928156949433,2018,0.0326240190007292
2018-05-17,-0.0069,0,1.9911,0.7118,2.9911,1.7118,3.0915,-0.0324761442665371,-0.0539928156949433,2018,0.0254989132696242
2018-05-18,0.0012,0.0074,1.9948,0.7245,2.9948,1.7245,3.0915,-0.0312793142487466,-0.0469743022934512,2018,0.0267295119655477
2018-05-21,0.002,0.0012,2.0007,0.7266,3.0007,1.7266,3.0915,-0.0293708555717289,-0.0458137607073777,2018,0.0287829709894789
2018-05-22,0.0021,-0.0067,2.0071,0.715,3.0071,1.715,3.0915,-0.0273006631085234,-0.0522243713733076,2018,0.0309434152285568
2018-05-23,0.0067,0.0025,2.0272,0.7192,3.0272,1.7192,3.0915,-0.0207989649037683,-0.0499032882011605,2018,0.037850736110588
2018-05-24,0.0019,0.0061,2.0331,0.7297,3.0331,1.7297,3.0915,-0.0188905062267507,-0.044100580270793,2018,0.0398226525091983
2018-05-25,4e-04,0.0018,2.0343,0.7329,3.0343,1.7329,3.0915,-0.0185023451398997,-0.0423321359491572,2018,0.0402385815702018
2018-05-28,-0.0113,-0.0097,2,0.716,3,1.716,3.0915,-0.0295972828723921,-0.0516717325227963,2018,0.0284838855984586
2018-05-29,0.0105,-0.0074,2.0316,0.7034,3.0316,1.7034,3.0915,-0.0193757075853145,-0.0586349820392373,2018,0.0392829663972423
2018-05-30,0.0027,0,2.0398,0.7034,3.0398,1.7034,3.0915,-0.0167232734918324,-0.0586349820392373,2018,0.0420890304065149
2018-05-31,0.0146,0.0124,2.0842,0.7245,3.0842,1.7245,3.0915,-0.00236131327834377,-0.0469743022934512,2018,0.0573035302504499
2018-06-01,0.0087,0.011,2.1111,0.7434,3.1111,1.7434,3.1111,0,-0.0365294280187898,2018,0.0665020709636288
2018-06-04,-0.0085,-6e-04,2.0845,0.7424,3.0845,1.7424,3.1111,-0.00855003053582337,-0.0370820668693009,2018,0.057436803360438
2018-06-05,0.007,0.0103,2.106,0.7603,3.106,1.7603,3.1111,-0.00163929156889853,-0.0271898314451505,2018,0.064838860983961
2018-06-06,-0.0049,-0.0024,2.0907,0.7561,3.0907,1.7561,3.1111,-0.00655716627559388,-0.0295109146172975,2018,0.0596211505651394
2018-06-07,-2e-04,-0.006,2.09,0.7455,3.09,1.7455,3.1111,-0.00678216707916823,-0.0353688864327162,2018,0.0594092263350265
2018-06-08,0.0038,-0.0066,2.1018,0.7339,3.1018,1.7339,3.1111,-0.00298929639034429,-0.0417794970986459,2018,0.0634349813950996
2018-06-11,0.0072,0.0024,2.1243,0.7382,3.1243,1.7382,3.1243,0,-0.0394031500414479,2018,0.0710917132611444
2018-06-12,-0.0099,6e-04,2.0933,0.7392,3.0933,1.7392,3.1243,-0.00992222257785735,-0.0388505111909367,2018,0.060487905299859
2018-06-13,-0.0063,-0.0109,2.0738,0.7202,3.0738,1.7202,3.1243,-0.0161636206510258,-0.0493506493506494,2018,0.0538068314964699
2018-06-14,-0.0047,-0.0061,2.0595,0.7097,3.0595,1.7097,3.1243,-0.0207406459046826,-0.0551533572810168,2018,0.0488539393884366
2018-06-15,-0.0122,-0.0055,2.0222,0.7002,3.0222,1.7002,3.1243,-0.0326793201677175,-0.060403426360873,2018,0.0360579213278975
2018-06-19,0.0015,0.0105,2.0268,0.7181,3.0268,1.7181,3.1243,-0.0312069903658418,-0.0505111909367228,2018,0.0376120082098894
2018-06-20,5e-04,-0.0086,2.0284,0.7034,3.0284,1.7034,3.1243,-0.030694875652146,-0.0586349820392373,2018,0.0381308142139944
2018-06-21,-0.0025,6e-04,2.0209,0.7044,3.0209,1.7044,3.1243,-0.0330954133725954,-0.0580823431887261,2018,0.0355354871784594
2018-06-22,-0.0154,-0.0019,1.9744,0.7013,2.9744,1.7013,3.1243,-0.0479787472393816,-0.0597955236253108,2018,0.0195882406759111
2018-06-25,0.002,6e-04,1.9803,0.7023,2.9803,1.7023,3.1243,-0.0460903242326282,-0.0592428847747996,2018,0.021627417157263
2018-06-26,-0.0062,-0.0087,1.9619,0.6876,2.9619,1.6876,3.1243,-0.0519796434401305,-0.0673666758773142,2018,0.0152933271708879
2018-06-27,0.0014,0.0031,1.9661,0.6928,2.9661,1.6928,3.1243,-0.0506353423166789,-0.0644929538546559,2018,0.0167147378289274
2018-06-28,0.0069,0.0149,1.9866,0.7181,2.9866,1.7181,3.1243,-0.0440738725474505,-0.0505111909367228,2018,0.0237300695199469
2018-06-29,-0.0025,-0.0025,1.9793,0.7139,2.9793,1.7139,3.1243,-0.0464103959286879,-0.0528322741088698,2018,0.0211707443461471
2018-07-02,-0.012,-0.0018,1.9436,0.7107,2.9436,1.7107,3.1243,-0.057836955478027,-0.0546007184305055,2018,0.0089166954139932
2018-07-03,-0.0013,0.0037,1.9399,0.7171,2.9399,1.7171,3.1243,-0.0590212207534488,-0.0510638297872341,2018,0.00760510370995515
2018-07-04,-0.0156,-0.0043,1.894,0.7097,2.894,1.7097,3.1243,-0.073712511602599,-0.0551533572810168,2018,-0.00811353590792019
2018-07-05,1e-04,0.008,1.8942,0.7234,2.8942,1.7234,3.1243,-0.073648497263387,-0.0475822050290134,2018,-0.00801434726151096
2018-07-06,0.009,0.011,1.9203,0.7424,2.9203,1.7424,3.1243,-0.065294625996223,-0.0370820668693009,2018,0.000913523613135458
2018-07-09,-0.0011,-0.0115,1.9172,0.7223,2.9172,1.7223,3.1243,-0.0662868482540088,-0.0481901077645757,2018,-0.000187481262839073
2018-07-10,0.0063,-0.0012,1.9356,0.7202,2.9356,1.7202,3.1243,-0.0603975290465064,-0.0493506493506494,2018,0.0061113376052051
2018-07-11,0.0216,0.0172,1.9989,0.7497,2.9989,1.7497,3.1243,-0.0401369906859136,-0.0330478032605691,2018,0.0278433424974776
2018-07-12,0.0071,0.0036,2.0203,0.7561,3.0203,1.7561,3.1243,-0.0332874563902313,-0.0295109146172975,2018,0.0351410302292097
2018-07-13,7e-04,-0.0054,2.0225,0.7466,3.0225,1.7466,3.1243,-0.0325832986588995,-0.0347609836971539,2018,0.03586562895037
2018-07-16,4e-04,0.0036,2.0239,0.7529,3.0239,1.7529,3.1243,-0.0321351982844157,-0.0312793589389334,2018,0.0362799752019503
2018-07-17,-0.0069,-6e-04,2.0031,0.7519,3.0031,1.7519,3.1243,-0.038792689562462,-0.0318319977894446,2018,0.0291296433730568
2018-07-18,-0.0013,0.0108,1.9992,0.7708,2.9992,1.7708,3.1243,-0.0400409691770955,-0.0213871235147831,2018,0.0277917748366718
2018-07-19,-0.0039,0.0119,1.9875,0.792,2.9875,1.792,3.1243,-0.0437858080209967,-0.00967117988394572,2018,0.0237833869148087
2018-07-20,-0.009,0.0018,1.9605,0.7952,2.9605,1.7952,3.1243,-0.0524277438146146,-0.00790273556231003,2018,0.0145693364325754
2018-07-23,0.0103,-0.0047,1.991,0.7867,2.991,1.7867,3.1243,-0.0426655570847869,-0.0126001657916551,2018,0.025019400597831
2018-07-24,0.0045,0.0083,2.0043,0.8015,3.0043,1.8015,3.1243,-0.03840860352719,-0.00442111080408958,2018,0.0296319879005211
2018-07-25,0.0011,0.0041,2.0076,0.809,3.0076,1.809,3.1243,-0.0373523669301923,-0.000276319425255411,2018,0.0307645830872119
2018-07-26,0.0031,0.0065,2.017,0.8207,3.017,1.8207,3.1243,-0.0343436929872292,0,2018,0.0339599532947823
2018-07-27,-0.01,-0.0035,1.9868,0.8143,2.9868,1.8143,3.1243,-0.0440098582082387,-0.00351513154281313,2018,0.0236203537618345
2018-07-30,0.0077,0.0053,2.01,0.8239,3.01,1.8239,3.1243,-0.0365841948596486,0,2018,0.0315022304858006
2018-07-31,0.001,0.0035,2.0128,0.8302,3.0128,1.8302,3.1243,-0.0356879941106808,0,2018,0.0325337327162862
2018-08-01,-0.0074,-0.0081,1.9904,0.8154,2.9904,1.8154,3.1243,-0.0428576001024229,-0.00808654791826036,2018,0.0248929830941857
2018-08-02,0.0051,0.0018,2.0056,0.8185,3.0056,1.8185,3.1243,-0.0379925103223122,-0.00639274396240852,2018,0.0301199373079664
2018-08-03,0.0063,0.0018,2.0246,0.8217,3.0246,1.8217,3.1243,-0.0319111480971738,-0.00464430116927117,2018,0.0366096929130064
2018-08-06,0.004,0.0012,2.0367,0.8239,3.0367,1.8239,3.1243,-0.0280382805748487,-0.00344224674898919,2018,0.0407561316846585
2018-08-07,-0.0012,0.0035,2.0331,0.8302,3.0331,1.8302,3.1243,-0.0291905386806643,0,2018,0.0395072243266368
2018-08-08,5e-04,-0.0046,2.0345,0.8217,3.0345,1.8217,3.1243,-0.0287424383061805,-0.00464430116927117,2018,0.0400269779388001
2018-08-09,-0.0031,-0.0076,2.0252,0.8079,3.0252,1.8079,3.1243,-0.0317191050795378,-0.0121844607146759,2018,0.0368028943071899
2018-08-10,-0.0225,-0.0076,1.957,0.7941,2.957,1.7941,3.1243,-0.0535479947508242,-0.0197246202600809,2018,0.0134748291852782
2018-08-13,0.0062,0.0012,1.9754,0.7962,2.9754,1.7962,3.1243,-0.0476586755433216,-0.0185772046770845,2018,0.0197583731262267
2018-08-14,-0.0189,-0.0148,1.9191,0.7697,2.9191,1.7697,3.1243,-0.0656787120314949,-0.0330564965577532,2018,0.00048493987414111
2018-08-15,0.0159,0.0084,1.9655,0.7845,2.9655,1.7845,3.1243,-0.0508273853343149,-0.024969948639493,2018,0.01639265041814
2018-08-16,0.0043,-6e-04,1.9781,0.7835,2.9781,1.7835,3.1243,-0.0467944819639599,-0.0255163370123483,2018,0.0207631388149379
2018-08-17,-0.0012,0,1.9746,0.7835,2.9746,1.7835,3.1243,-0.0479147329001697,-0.0255163370123483,2018,0.0195382230483601
2018-08-20,0.006,0.0095,1.9924,0.8005,2.9924,1.8005,3.1243,-0.0422174567103031,-0.0162277346738062,2018,0.0256554523866501
2018-08-21,-0.0033,0.0012,1.9825,0.8026,2.9825,1.8026,3.1243,-0.0453861665012962,-0.0150803190908098,2018,0.0222707893937744
2018-08-22,0.0023,0.0024,1.9895,0.8069,2.9895,1.8069,3.1243,-0.0431456646288768,-0.0127308490875315,2018,0.0246220122093799
2018-08-23,-0.0016,0,1.9847,0.8069,2.9847,1.8069,3.1243,-0.0446820087699644,-0.0127308490875315,2018,0.0229826169898448
2018-08-24,0.0144,0.0112,2.0276,0.827,3.0276,1.827,3.1243,-0.030950933008994,-0.00174844279313746,2018,0.0377135666744985
2018-08-27,0.0075,0.0058,2.0502,0.8377,3.0502,1.8377,3.1243,-0.0237173126780399,0,2018,0.0454964184245574
2018-08-28,0.0054,0.0156,2.0667,0.8664,3.0667,1.8664,3.1243,-0.0184361296930512,0,2018,0.0511420990840501
2018-08-29,-9e-04,-0.0091,2.0639,0.8494,3.0639,1.8494,3.1243,-0.019332330442019,-0.00910844406343758,2018,0.0501960711948746
2018-08-30,0.0084,-6e-04,2.0896,0.8483,3.0896,1.8483,3.1243,-0.0111064878532792,-0.00969781397342473,2018,0.0590177181929115
2018-08-31,-0.0146,-0.0017,2.0443,0.8451,3.0443,1.8451,3.1243,-0.0256057356847934,-0.0114123446206601,2018,0.043556059507295
2018-09-03,0.0056,0.0023,2.0612,0.8494,3.0612,1.8494,3.1243,-0.0201965240213807,-0.00910844406343758,2018,0.0493999734405359
2018-09-04,0,-0.0011,2.0613,0.8472,3.0613,1.8472,3.1243,-0.0201645168517747,-0.010287183883412,2018,0.0493999734405359
2018-09-05,-5e-04,-0.0081,2.0597,0.8324,3.0597,1.8324,3.1243,-0.0206766315654706,-0.0182168881268753,2018,0.0488752734538156
2018-09-06,-0.013,0.0046,2.0199,0.8409,3.0199,1.8409,3.1243,-0.0334154850686554,-0.0136626660951565,2018,0.0352398948989161
2018-09-07,-0.014,-0.0075,1.9775,0.827,2.9775,1.827,3.1243,-0.0469865249815958,-0.0211101585940849,2018,0.0207465363703312
2018-09-10,0.0048,-0.0012,1.9918,0.8249,2.9918,1.8249,3.1243,-0.0424094997279391,-0.022235319331333,2018,0.0256461197449087
2018-09-11,-0.0057,-6e-04,1.9749,0.8239,2.9749,1.8239,3.1243,-0.0478187113913516,-0.0227711101585941,2018,0.0197999368623627
2018-09-12,0.0099,-6e-04,2.0043,0.8228,3.0043,1.8228,3.1243,-0.03840860352719,-0.0233604800685813,2018,0.0298959562373
2018-09-13,0.003,0.0087,2.0133,0.8387,3.0133,1.8387,3.1243,-0.0355279582626508,-0.0148414059151307,2018,0.0329856441060119
2018-09-14,-0.011,-0.0104,1.9801,0.8196,2.9801,1.8196,3.1243,-0.04615433857184,-0.0250750107158166,2018,0.0216228020208458
2018-09-17,0.0057,0.0023,1.9971,0.8239,2.9971,1.8239,3.1243,-0.0407131197388214,-0.0227711101585941,2018,0.0274460519923645
2018-09-18,5e-04,0.0076,1.9987,0.8377,2.9987,1.8377,3.1243,-0.0402010050251256,-0.0153771967423919,2018,0.0279597750183607
2018-09-19,-0.0014,-0.0023,1.9946,0.8334,2.9946,1.8334,3.1243,-0.0415132989789712,-0.0176810972996142,2018,0.026520631333335
2018-09-20,-0.0018,0.0046,1.9893,0.8419,2.9893,1.8419,3.1243,-0.0432096789680888,-0.0131268752678955,2018,0.024672894196935
2018-09-21,-9e-04,0.0029,1.9865,0.8472,2.9865,1.8472,3.1243,-0.0441058797170566,-0.010287183883412,2018,0.0237506885921577
2018-09-25,-3e-04,-0.0035,1.9858,0.8409,2.9858,1.8409,3.1243,-0.0443299299042984,-0.0136626660951565,2018,0.0234435633855801
2018-09-26,4e-04,0.0087,1.987,0.8568,2.987,1.8568,3.1243,-0.0439458438690266,-0.00514359194170599,2018,0.0238529408109343
2018-09-27,-0.0044,-0.0052,1.9739,0.8472,2.9739,1.8472,3.1243,-0.0481387830874115,-0.010287183883412,2018,0.0193479878713663
2018-09-28,0.0037,0.004,1.9849,0.8547,2.9849,1.8547,3.1243,-0.0446179944307524,-0.00626875267895421,2018,0.0231195754264903
2018-10-01,-0.0098,-0.0138,1.9557,0.8292,2.9557,1.8292,3.1243,-0.053964087955702,-0.0199314187741105,2018,0.0130930035873107
2018-10-02,-0.0164,-0.0041,1.9072,0.8217,2.9072,1.8217,3.1243,-0.0694875652146081,-0.0239498499785684,2018,-0.00352172167152121
2018-10-03,-0.0126,-0.014,1.8706,0.7962,2.8706,1.7962,3.1243,-0.081202189290401,-0.0376125160737248,2018,-0.0160773479784599
2018-10-04,-0.0324,-0.0183,1.7774,0.7633,2.7774,1.7633,3.1243,-0.111032871363185,-0.055240034290613,2018,-0.0479564419039579
2018-10-05,-0.0072,0.0012,1.7573,0.7654,2.7573,1.7654,3.1243,-0.11746631245399,-0.0541148735533648,2018,-0.0548111555222494
2018-10-08,-0.0747,-0.0349,1.5515,0.7038,2.5515,1.7038,3.1243,-0.183337067503121,-0.0871195885126447,2018,-0.125416762204737
2018-10-09,-0.0286,-0.0306,1.4786,0.6517,2.4786,1.6517,3.1243,-0.206670294145889,-0.115034290612945,2018,-0.150429842805682
2018-10-11,0.0309,0.0232,1.5551,0.6899,2.5551,1.6899,3.1243,-0.182184809397305,-0.0945670810115732,2018,-0.124178124948377
2018-10-12,0.0029,-0.0063,1.5626,0.6793,2.5626,1.6793,3.1243,-0.179784271676856,-0.10024646378054,2018,-0.121638241510728
2018-10-15,0.0164,0.0184,1.6047,0.7101,2.6047,1.7101,3.1243,-0.166309253272733,-0.0837441063009002,2018,-0.107233108671504
2018-10-16,-0.0085,-0.0118,1.5825,0.6899,2.5825,1.6899,3.1243,-0.173414844925263,-0.0945670810115732,2018,-0.114821627247796
2018-10-17,-0.0177,-0.0164,1.5368,0.6623,2.5368,1.6623,3.1243,-0.188042121435201,-0.109354907843978,2018,-0.13048928444551
2018-10-18,0,0.0019,1.5368,0.6655,2.5368,1.6655,3.1243,-0.188042121435201,-0.107640377196742,2018,-0.13048928444551
2018-10-19,0.0117,-0.0032,1.5665,0.6602,2.5665,1.6602,3.1243,-0.178535992062222,-0.110480068581226,2018,-0.120316009073522
2018-10-22,-0.0122,-0.0038,1.5353,0.6538,2.5353,1.6538,3.1243,-0.188522228979291,-0.113909129875697,2018,-0.131048153762825
2018-10-23,-0.027,-0.0296,1.4668,0.6049,2.4668,1.6049,3.1243,-0.210447140159396,-0.140109301328761,2018,-0.154509853611229
2018-10-24,0.0047,0.0099,1.4785,0.6209,2.4785,1.6209,3.1243,-0.206702301315495,-0.131536648092585,2018,-0.150536049923202
2018-10-25,-0.0167,-0.0052,1.4371,0.6123,2.4371,1.6123,3.1243,-0.219953269532375,-0.13614444920703,2018,-0.164722097889485
2018-10-26,-0.001,-7e-04,1.4345,0.6113,2.4345,1.6113,3.1243,-0.220785455942131,-0.136680240034291,2018,-0.165557375791595
2018-10-29,0.02,0.0106,1.4833,0.6283,2.4833,1.6283,3.1243,-0.205165957174407,-0.127571795970853,2018,-0.148868523307427
2018-10-30,0.0219,0.0163,1.5378,0.6549,2.5378,1.6549,3.1243,-0.187722049739142,-0.113319759965709,2018,-0.13022874396786
2018-10-31,0.0212,0.0071,1.5915,0.6666,2.5915,1.6666,3.1243,-0.170534199660724,-0.107051007286755,2018,-0.111789593339978
2018-11-01,-2e-04,-0.0038,1.591,0.6602,2.591,1.6602,3.1243,-0.170694235508754,-0.110480068581226,2018,-0.11196723542131
2018-11-02,0.0064,0.0045,1.6075,0.6676,2.6075,1.6676,3.1243,-0.165413052523765,-0.106515216459494,2018,-0.106283825728007
2018-11-05,-0.0073,-0.0032,1.5884,0.6623,2.5884,1.6623,3.1243,-0.17152642191851,-0.109354907843978,2018,-0.112807953800192
2018-11-06,0.0295,0.0121,1.6648,0.6825,2.6648,1.6825,3.1243,-0.147072944339532,-0.0985319331333048,2018,-0.0866357884372976
2018-11-07,-0.0153,-0.0082,1.624,0.6687,2.624,1.6687,3.1243,-0.160131869538777,-0.105925846549507,2018,-0.100610260874207
2018-11-08,-0.003,-0.0096,1.6162,0.6527,2.6162,1.6527,3.1243,-0.162628428768044,-0.114498499785684,2018,-0.103308430091584
2018-11-09,-0.0272,-0.0206,1.5449,0.6187,2.5449,1.6187,3.1243,-0.185449540697116,-0.132715387912559,2018,-0.127698440793093
2018-11-12,0.024,0.0144,1.6061,0.6421,2.6061,1.6421,3.1243,-0.165861152898249,-0.120177882554651,2018,-0.106763203372127
2018-11-13,0.0019,0.0032,1.611,0.6474,2.611,1.6474,3.1243,-0.164292801587556,-0.117338191170167,2018,-0.105066053458534
2018-11-14,0.0043,0.0058,1.6222,0.657,2.6222,1.657,3.1243,-0.160707998591684,-0.112194599228461,2018,-0.101217837488406
2018-11-15,0.0039,-0.0115,1.6325,0.6379,2.6325,1.6379,3.1243,-0.157411260122267,-0.122428204029147,2018,-0.0977125870546109
2018-11-16,-0.0015,-0.0084,1.6284,0.624,2.6284,1.624,3.1243,-0.158723554076113,-0.129875696528075,2018,-0.099066018174029
2018-11-19,5e-04,-0.0144,1.6296,0.6007,2.6296,1.6007,3.1243,-0.158339468040841,-0.142359622803258,2018,-0.098615551183116
2018-11-20,0.0078,0.0106,1.65,0.6177,2.65,1.6177,3.1243,-0.151810005441219,-0.13325117873982,2018,-0.0915847524823443
2018-11-21,-0.0131,-0.0053,1.6153,0.6092,2.6153,1.6092,3.1243,-0.162916493294498,-0.137805400771539,2018,-0.103484992224826
2018-11-22,-0.0066,0.0026,1.598,0.6134,2.598,1.6134,3.1243,-0.168453733636335,-0.135555079297042,2018,-0.109401991276142
2018-11-23,0.0199,7e-04,1.6496,0.6145,2.6496,1.6145,3.1243,-0.151938034119643,-0.134965709387055,2018,-0.091679090902537
2018-11-26,0.0136,0.0026,1.6857,0.6187,2.6857,1.6187,3.1243,-0.14038344589188,-0.132715387912559,2018,-0.0793259265388115
2018-11-27,0.0232,0.0204,1.7481,0.6517,2.7481,1.6517,3.1243,-0.120410972057741,-0.115034290612945,2018,-0.0579662880345119
2018-11-28,-0.0045,-0.0064,1.7357,0.641,2.7357,1.641,3.1243,-0.124379861088884,-0.120767252464638,2018,-0.0622054397383565
2018-11-29,0.0177,0.0084,1.784,0.6549,2.784,1.6549,3.1243,-0.10892039816919,-0.113319759965709,2018,-0.0456064760217253
2018-11-30,0.0024,0.0083,1.7908,0.6687,2.7908,1.6687,3.1243,-0.106743910635982,-0.105925846549507,2018,-0.0433159315641775
2018-12-03,-0.0245,-0.0178,1.7225,0.6389,2.7225,1.6389,3.1243,-0.128604807476875,-0.121892413201886,2018,-0.0667546912408551
2018-12-04,0.0012,-0.0162,1.7257,0.6123,2.7257,1.6123,3.1243,-0.127580578049483,-0.13614444920703,2018,-0.0656347968703441
2018-12-05,-0.0126,-0.0033,1.6914,0.607,2.6914,1.607,3.1243,-0.138559037224338,-0.138984140591513,2018,-0.0774077984297776
2018-12-06,-0.0093,-0.0145,1.6664,0.5837,2.6664,1.5837,3.1243,-0.146560829625836,-0.151468066866695,2018,-0.0859879059043808
2018-12-07,7e-04,0,1.6683,0.5837,2.6683,1.5837,3.1243,-0.145952693403322,-0.151468066866695,2018,-0.0853480974385139
2018-12-10,0.0184,0.0154,1.7175,0.6081,2.7175,1.6081,3.1243,-0.130205165957174,-0.138394770681526,2018,-0.0685185024313826
