"年月日","分配後的漲跌幅","市場漲跌幅","投組累積報酬","市場累積報酬","投組累積報酬指數","市場累積報酬指數","cummax","dd","market_dd","年","annual_return"
2015-06-18,0.0143,0.0116,0.8696,0.3259,1.8696,1.3259,1.8901,-0.0108459869848155,-0.0472803046633613,2015,0.19108956185997
2015-06-22,-0.0103,7e-04,0.8503,0.3269,1.8503,1.3269,1.8901,-0.0210570869266177,-0.0465617589997844,2015,0.178821339372812
2015-06-23,0.0081,0.0057,0.8654,0.3345,1.8654,1.3345,1.8901,-0.0130680916353632,-0.0411008119565998,2015,0.188369792221732
2015-06-24,-0.004,0.0064,0.858,0.3431,1.858,1.3431,1.8901,-0.0169832284006136,-0.0349213192498383,2015,0.183616313052845
2015-06-25,-0.0177,-0.0156,0.8251,0.3221,1.8251,1.3221,1.8901,-0.0343897148299032,-0.0500107781849536,2015,0.16266630431181
2015-06-26,-0.0136,-0.0079,0.8003,0.3116,1.8003,1.3116,1.8901,-0.0475107137188507,-0.0575555076525114,2015,0.146854042573169
2015-06-29,0.018,0.0087,0.8326,0.323,1.8326,1.323,1.8901,-0.0304216708110682,-0.0493640870877344,2015,0.167497415339486
2015-06-30,0.0176,0.0115,0.8648,0.3383,1.8648,1.3383,1.8901,-0.0133855351568699,-0.0383703384350075,2015,0.188045369849461
2015-07-01,0.0054,-0.0028,0.8749,0.3345,1.8749,1.3345,1.8901,-0.00804190254483883,-0.0411008119565998,2015,0.194460814846648
2015-07-02,0.0018,-0.0064,0.8782,0.3259,1.8782,1.3259,1.8901,-0.00629596317655134,-0.0472803046633613,2015,0.196610844313373
2015-07-03,-0.0017,0.0014,0.875,0.3278,1.875,1.3278,1.8901,-0.00798899529125441,-0.0459150679025653,2015,0.19457660587804
2015-07-06,-0.0197,-0.0065,0.8381,0.3192,1.8381,1.3192,1.8901,-0.0275117718639226,-0.0520945606093267,2015,0.171043446742242
2015-07-07,-0.0751,-0.0347,0.7001,0.2735,1.7001,1.2735,1.8901,-0.100523781810486,-0.0849320974347919,2015,0.0830980838919
2015-07-08,0.0548,0.018,0.7932,0.2964,1.7932,1.2964,1.8901,-0.0512671287233478,-0.0684774017388805,2015,0.142451858889176
2015-07-09,0.0137,0.0044,0.8177,0.3021,1.8177,1.3021,1.8901,-0.0383048515951537,-0.064381691456492,2015,0.158103449355958
2015-07-13,-0.0173,0,0.7862,0.3021,1.7862,1.3021,1.8901,-0.0549706364742606,-0.064381691456492,2015,0.1380682596821
2015-07-14,0.0089,0.0044,0.8022,0.3078,1.8022,1.3078,1.8901,-0.0465054759007459,-0.0602859811741036,2015,0.14819706719327
2015-07-15,-0.001,-0.0036,0.8004,0.303,1.8004,1.303,1.8901,-0.0474578064652663,-0.0637350003592728,2015,0.147048870126077
2015-07-16,-0.0078,0.0095,0.7863,0.3154,1.7863,1.3154,1.8901,-0.0549177292206761,-0.054825034130919,2015,0.138101888939093
2015-07-17,-0.0208,-0.0094,0.749,0.303,1.749,1.303,1.8901,-0.0746521348076821,-0.0637350003592728,2015,0.11442936964916
2015-07-20,-0.0153,-0.0022,0.7223,0.3002,1.7223,1.3002,1.8901,-0.0887783715147346,-0.0657469282172881,2015,0.0973786002935282
2015-07-21,-0.0081,-0.0103,0.7084,0.2868,1.7084,1.2868,1.8901,-0.0961324797629753,-0.0753754401092189,2015,0.0884898336311506
2015-07-22,-0.0172,-0.0067,0.679,0.2782,1.679,1.2782,1.8901,-0.111687212316809,-0.0815549328159804,2015,0.0697678084926949
2015-07-23,-0.015,-0.0097,0.6538,0.2659,1.6538,1.2659,1.8901,-0.125019840220094,-0.0903930444779765,2015,0.0537212913653045
2015-07-24,-0.0426,-0.0098,0.5834,0.2535,1.5834,1.2535,1.8901,-0.162266546743558,-0.0993030107063303,2015,0.00883276435314251
2015-07-27,0.0333,0.0023,0.6362,0.2563,1.6362,1.2563,1.8901,-0.13433151685096,-0.097291082848315,2015,0.0424268954061022
2015-07-28,0.0096,-0.0046,0.6519,0.2506,1.6519,1.2506,1.8901,-0.126025078038199,-0.101386793130703,2015,0.052434193602001
2015-07-29,0.0026,0.0137,0.6563,0.2678,1.6563,1.2678,1.8901,-0.123697158880482,-0.0890278077171803,2015,0.055170522505366
2015-07-30,-0.0091,-0.009,0.6413,0.2563,1.6413,1.2563,1.8901,-0.131633246918152,-0.097291082848315,2015,0.0455684707505672
2015-07-31,-0.0211,-0.0061,0.6066,0.2487,1.6066,1.2487,1.8901,-0.149992063911962,-0.1027520298915,2015,0.0235069760177302
2015-08-03,-0.0239,8e-04,0.5682,0.2496,1.5682,1.2496,1.8901,-0.170308449288397,-0.10210533879428,2015,-0.000954840709093574
2015-08-04,0.0246,0.0069,0.6068,0.2582,1.6068,1.2582,1.8901,-0.149886249404793,-0.0959258460875189,2015,0.0236216702094627
2015-08-05,-0.0274,-0.0227,0.5628,0.2296,1.5628,1.2296,1.8901,-0.173165440981959,-0.116476252065819,2015,-0.00442556355427659
2015-08-06,0.0239,0.0016,0.6001,0.2315,1.6001,1.2315,1.8901,-0.153431035394953,-0.115111015305023,2015,0.0193686654767762
2015-08-07,0.0383,0.0108,0.6615,0.2449,1.6615,1.2449,1.8901,-0.12094598169409,-0.105482503413092,2015,0.0584104853645369
2015-08-10,-0.0282,-0.0161,0.6147,0.2249,1.6147,1.2249,1.8901,-0.14570657637162,-0.11985341668463,2015,0.0285633096772568
2015-08-11,0.011,-0.0125,0.6324,0.2096,1.6324,1.2096,1.8901,-0.13634199248717,-0.130847165337357,2015,0.0398775060837067
2015-08-12,0.0069,0,0.6436,0.2096,1.6436,1.2096,1.8901,-0.13041638008571,-0.130847165337357,2015,0.047052660875684
2015-08-13,0.0012,-0.0024,0.6456,0.2068,1.6456,1.2068,1.8901,-0.12935823501402,-0.132859093195372,2015,0.048309124068735
2015-08-14,-0.0046,-0.0047,0.638,0.201,1.638,1.201,1.8901,-0.13337918628644,-0.137026658044119,2015,0.0434869020980186
2015-08-17,-0.0113,-0.0095,0.6196,0.1896,1.6196,1.1896,1.8901,-0.143114120945982,-0.145218078608896,2015,0.0316955001043111
2015-08-18,-0.0218,-0.0184,0.5842,0.1677,1.5842,1.1677,1.8901,-0.161843288714883,-0.16095422864123,2015,0.00920453820203715
2015-08-19,-0.0025,-0.0106,0.5803,0.1553,1.5803,1.1553,1.8901,-0.163906671604677,-0.169864194869584,2015,0.00668152685653212
2015-08-20,-0.0464,-0.0248,0.5071,0.1267,1.5071,1.1267,1.8901,-0.202634781228506,-0.190414600847884,2015,-0.040028495989611
2015-08-21,-0.0716,-0.0271,0.3992,0.0962,1.3992,1.0962,1.8901,-0.259721707846146,-0.21233024358698,2015,-0.108762455676755
2015-08-24,0.0588,0.0313,0.4814,0.1305,1.4814,1.1305,1.8901,-0.216231945399714,-0.187684127326291,2015,-0.0563576880705481
2015-08-25,0.0377,0.0219,0.5373,0.1553,1.5373,1.1553,1.8901,-0.186656790645997,-0.169864194869584,2015,-0.0207823729108076
2015-08-26,0.032,0.0066,0.5865,0.1629,1.5865,1.1629,1.8901,-0.16062642188244,-0.164403247826399,2015,0.0105525911560465
2015-08-27,-0.0095,0.0049,0.5715,0.1686,1.5715,1.1686,1.8901,-0.16856250992011,-0.160307537544011,2015,0.000952341540064072
2015-08-28,0.0123,0.0098,0.5908,0.1801,1.5908,1.1801,1.8901,-0.158351409978308,-0.152044262412876,2015,0.0132640553410068
2015-08-31,-0.0088,-0.0129,0.5767,0.1648,1.5767,1.1648,1.8901,-0.165811332733718,-0.163038011065603,2015,0.00434733165400591
2015-09-01,0.0328,0.0205,0.6285,0.1886,1.6285,1.1886,1.8901,-0.138405375376964,-0.145936624272472,2015,0.0372899241322573
2015-09-02,0.0071,-0.0032,0.64,0.1848,1.64,1.1848,1.8901,-0.13232104121475,-0.148667097794065,2015,0.0446546825935965
2015-09-03,-0.0263,-0.0137,0.5969,0.1686,1.5969,1.1686,1.8901,-0.155124067509656,-0.160307537544011,2015,0.017180264441385
2015-09-04,0.0114,0.0033,0.6151,0.1724,1.6151,1.1724,1.8901,-0.145494947357283,-0.157577064022419,2015,0.0287761194560168
2015-09-07,0.0183,0.0187,0.6447,0.1944,1.6447,1.1944,1.8901,-0.129834400296281,-0.141769059423726,2015,0.0476027224420619
2015-09-08,-0.0017,0.0184,0.6419,0.2163,1.6419,1.2163,1.8901,-0.131315803396646,-0.126032909391392,2015,0.0458217978139104
2015-09-09,0.0151,-0.0078,0.6667,0.2068,1.6667,1.2068,1.8901,-0.118194804507698,-0.132859093195372,2015,0.0616137069609002
2015-09-10,0.0034,0.0095,0.6724,0.2182,1.6724,1.2182,1.8901,-0.115179091053383,-0.124667672630596,2015,0.0652231935645673
2015-09-11,0.0022,-0.0023,0.676,0.2153,1.676,1.2153,1.8901,-0.113274429924342,-0.126751455054969,2015,0.0675666845904095
2015-09-14,-5e-04,-0.0016,0.6752,0.2134,1.6752,1.2134,1.8901,-0.113697687953018,-0.128116691815765,2015,0.0670329012481143
2015-09-15,0.0105,0.0134,0.6927,0.2296,1.6927,1.2296,1.8901,-0.104438918575737,-0.116476252065819,2015,0.0782367467112195
2015-09-16,-0.0043,0.0078,0.6854,0.2392,1.6854,1.2392,1.8901,-0.108301148087403,-0.10957821369548,2015,0.0736003287003613
2015-09-17,0.0078,-0.0146,0.6985,0.2211,1.6985,1.2211,1.8901,-0.101370297867838,-0.122583890206223,2015,0.081974411264224
2015-09-18,-0.0057,-0.0078,0.6888,0.2115,1.6888,1.2115,1.8901,-0.106502301465531,-0.129481928576561,2015,0.0758071571200178
2015-09-21,-0.0026,-0.0055,0.6844,0.2048,1.6844,1.2048,1.8901,-0.108830220623247,-0.134296184522526,2015,0.0730100585115059
2015-09-22,-0.0033,-0.0103,0.6788,0.1925,1.6788,1.1925,1.8901,-0.111793026823978,-0.143134296184523,2015,0.0694691253184179
2015-09-23,-0.0139,-0.0064,0.6554,0.1848,1.6554,1.1848,1.8901,-0.124173324162743,-0.148667097794065,2015,0.0546035044764919
2015-09-24,-0.0036,-0.0113,0.6494,0.1715,1.6494,1.1715,1.8901,-0.127347759377811,-0.158223755119638,2015,0.0508069318603763
2015-09-25,0.0232,0.0187,0.6876,0.1934,1.6876,1.1934,1.8901,-0.107137188508544,-0.142487605087303,2015,0.0751856526795374
2015-09-30,0.0083,0.012,0.7015,0.2077,1.7015,1.2077,1.8901,-0.0997830802603036,-0.132212402098153,2015,0.0841096935967773
2015-10-01,0.0098,0.0071,0.7181,0.2163,1.7181,1.2163,1.8901,-0.0910004761652822,-0.126032909391392,2015,0.0947339685940258
2015-10-02,0.0184,0.0055,0.7497,0.223,1.7497,1.223,1.8901,-0.0742817840325908,-0.121218653445426,2015,0.114877073616156
2015-10-05,-0.0101,-0.0039,0.7321,0.2182,1.7321,1.2182,1.8901,-0.083593460663457,-0.124667672630596,2015,0.103616815172633
2015-10-06,0.0112,0.0188,0.7515,0.2411,1.7515,1.2411,1.8901,-0.0733294534680704,-0.108212976934684,2015,0.115977323502566
2015-10-07,-0.0227,-8e-04,0.7117,0.2401,1.7117,1.2401,1.8901,-0.0943865403946881,-0.108931522598261,2015,0.090644638259058
2015-10-08,0.0026,0.0085,0.716,0.2506,1.716,1.2506,1.8901,-0.092111528490556,-0.101386793130703,2015,0.0934803143185314
2015-10-12,0.0021,-0.0046,0.7197,0.2449,1.7197,1.2449,1.8901,-0.0901539601079308,-0.105482503413092,2015,0.0957766229786003
2015-10-13,0.0076,0.0054,0.7327,0.2516,1.7327,1.2516,1.8901,-0.0832760171419502,-0.100668247467126,2015,0.104104525313238
2015-10-14,0.0065,0.0046,0.7439,0.2573,1.7439,1.2573,1.8901,-0.0773504047404898,-0.0965725371847381,2015,0.111281204727774
2015-10-15,8e-04,8e-04,0.7454,0.2582,1.7454,1.2582,1.8901,-0.0765567959367228,-0.0959258460875189,2015,0.112170229691556
2015-10-16,0,0,0.7454,0.2582,1.7454,1.2582,1.8901,-0.0765567959367228,-0.0959258460875189,2015,0.112170229691556
2015-10-19,0.0121,0.0015,0.7665,0.2601,1.7665,1.2601,1.8901,-0.0653933654304005,-0.0945606093267227,2015,0.125627489470824
2015-10-20,0.0011,-0.0121,0.7684,0.2449,1.7684,1.2449,1.8901,-0.0643881276122956,-0.105482503413092,2015,0.126865679709242
2015-10-21,0.0129,0.0138,0.7913,0.262,1.7913,1.262,1.8901,-0.0522723665414527,-0.0931953725659265,2015,0.141402246977491
2015-10-22,0.0054,0.0048,0.801,0.2681,1.801,1.2681,1.8901,-0.0471403629437595,-0.0888122440181073,2015,0.14756581911117
2015-10-23,0.0075,0,0.8146,0.2681,1.8146,1.2681,1.8901,-0.0399449764562722,-0.0888122440181073,2015,0.156172562754503
2015-10-26,0.0045,-0.0047,0.8227,0.2622,1.8227,1.2622,1.8901,-0.0356594889159303,-0.0930516634332111,2015,0.161375339286898
2015-10-27,0.0188,-0.0016,0.8569,0.2603,1.8569,1.2603,1.8901,-0.0175652081900428,-0.0944169001940073,2015,0.183209195665492
2015-10-28,-0.0127,-0.0125,0.8334,0.2445,1.8334,1.2445,1.8901,-0.0299984127823923,-0.105769921678523,2015,0.16818243888054
2015-10-29,0.0034,-0.0032,0.8397,0.2406,1.8397,1.2406,1.8901,-0.026665255806571,-0.108572249766473,2015,0.172154259172734
2015-10-30,0.0124,0.0111,0.8624,0.2544,1.8624,1.2544,1.8901,-0.0146553092428972,-0.0986563196091111,2015,0.186688971986476
2015-11-02,0.0065,0.0149,0.8745,0.273,1.8745,1.273,1.8901,-0.00825353155917663,-0.0852913702665803,2015,0.194402450304388
2015-11-03,0.0041,0.0139,0.8823,0.2907,1.8823,1.2907,1.8901,-0.00412676577958837,-0.0725731120212689,2015,0.199299500350636
2015-11-04,0.0023,-0.0038,0.8866,0.2858,1.8866,1.2858,1.8901,-0.00185175387545622,-0.0760939857727958,2015,0.202057889201442
2015-11-05,-0.0066,-0.0214,0.8741,0.2583,1.8741,1.2583,1.8901,-0.00846516057351465,-0.0958539915211611,2015,0.194124307132713
2015-11-06,-0.026,-0.0109,0.8254,0.2445,1.8254,1.2445,1.8901,-0.0342309930691497,-0.105769921678523,2015,0.163077075147262
2015-11-09,0.0101,-0.0063,0.8439,0.2367,1.8439,1.2367,1.8901,-0.0244431511560234,-0.111374577854423,2015,0.17482415360625
2015-11-10,-0.0175,-0.0111,0.8117,0.2229,1.8117,1.2229,1.8901,-0.0414792868102216,-0.121290508011784,2015,0.15426473091814
2015-11-11,-0.0138,-0.0064,0.7867,0.215,1.7867,1.215,1.8901,-0.0547061002063383,-0.126967018754042,2015,0.13833587763147
2015-11-12,-0.007,-0.0097,0.7742,0.2032,1.7742,1.2032,1.8901,-0.0613195069043966,-0.135445857584249,2015,0.13036752648805
2015-11-13,0.0324,0.0131,0.8318,0.219,1.8318,1.219,1.8901,-0.030844928839744,-0.124092836099734,2015,0.166991434346262
2015-11-16,0.0091,0.0056,0.8485,0.2258,1.8485,1.2258,1.8901,-0.0220094174911379,-0.119206725587411,2015,0.177611056398814
2015-11-17,0.0102,-0.0064,0.8674,0.218,1.8674,1.218,1.8901,-0.0120099465636738,-0.124811381763311,2015,0.189622689174082
2015-11-18,0.0037,0.0065,0.8743,0.2258,1.8743,1.2258,1.8901,-0.0083593460663457,-0.119206725587411,2015,0.194024293124026
2015-11-19,0.0103,0.004,0.8937,0.2308,1.8937,1.2308,1.8937,0,-0.115613997269526,2015,0.206322743343203
2015-11-20,0.0068,-0.0016,0.9065,0.2288,1.9065,1.2288,1.9065,0,-0.11705108859668,2015,0.214525737997937
2015-11-23,-0.0122,-0.0104,0.8832,0.216,1.8832,1.216,1.9065,-0.0122213480199318,-0.126248473090465,2015,0.199708523994362
2015-11-24,-8e-04,0.0073,0.8816,0.2249,1.8816,1.2249,1.9065,-0.0130605822187253,-0.11985341668463,2015,0.198748757175166
2015-11-25,0.0102,0.0096,0.9009,0.2367,1.9009,1.2367,1.9065,-0.00293731969577748,-0.111374577854423,2015,0.210975994498353
2015-11-26,-0.0069,-0.0318,0.8878,0.1973,1.8878,1.1973,1.9065,-0.00980854969840017,-0.139685276999353,2015,0.202620260136315
2015-11-27,0.006,0.0131,0.899,0.2131,1.899,1.2131,1.9065,-0.00393391030684487,-0.128332255514838,2015,0.209835981697132
2015-11-30,0.0174,0.0122,0.932,0.2278,1.932,1.2278,1.932,0,-0.117769634260257,2015,0.230887127778663
2015-12-01,-0.0048,-0.0088,0.9227,0.217,1.9227,1.217,1.932,-0.0048136645962733,-0.125529927426888,2015,0.224978869565325
2015-12-02,0.0114,8e-04,0.9446,0.218,1.9446,1.218,1.9446,0,-0.124811381763311,2015,0.23894362867837
2015-12-03,0.0242,0.004,0.9917,0.2229,1.9917,1.2229,1.9917,0,-0.121290508011784,2015,0.268926064492386
2015-12-04,-0.0053,8e-04,0.9811,0.2239,1.9811,1.2239,1.9917,-0.00532208665963751,-0.120571962348207,2015,0.262200756350577
2015-12-07,-0.0161,-0.0169,0.9492,0.2032,1.9492,1.2032,1.9917,-0.0213385550032635,-0.135445857584249,2015,0.241879324173332
2015-12-08,-0.0365,-0.0131,0.878,0.1875,1.878,1.1875,1.9917,-0.0570869106793191,-0.146727024502407,2015,0.196550728841006
2015-12-09,0.0117,0.0025,0.8999,0.1905,1.8999,1.1905,1.9917,-0.0460912788070492,-0.144571387511676,2015,0.210550372368446
2015-12-10,-0.051,-0.0215,0.8031,0.1649,1.8031,1.1649,1.9917,-0.0946929758497765,-0.162966156499246,2015,0.148812303377655
2015-12-11,0.0205,0.0076,0.8401,0.1737,1.8401,1.1737,1.9917,-0.0761158809057588,-0.156642954659769,2015,0.172362955596897
2015-12-14,0.015,0.005,0.8678,0.1796,1.8678,1.1796,1.9917,-0.0622081638801025,-0.152403535244665,2015,0.18994839993085
2015-12-15,0.0055,0.0092,0.878,0.1905,1.878,1.1905,1.9917,-0.0570869106793191,-0.144571387511676,2015,0.19649311613047
2015-12-16,0.0012,0.005,0.8803,0.1964,1.8803,1.1964,1.9917,-0.0559321182909073,-0.140331968096573,2015,0.197928907869827
2015-12-17,0.004,-0.0131,0.8877,0.1806,1.8877,1.1806,1.9917,-0.0522166993021037,-0.151684989581088,2015,0.202720623501306
2015-12-18,0.0179,0.0108,0.9216,0.1934,1.9216,1.1934,1.9917,-0.0351960636642065,-0.142487605087303,2015,0.224249322661979
2015-12-21,3e-04,0.0041,0.9221,0.1983,1.9221,1.1983,1.9917,-0.0349450218406387,-0.138966731335776,2015,0.224616597458778
2015-12-22,-0.009,0.0066,0.9048,0.2062,1.9048,1.2062,1.9917,-0.0436310689360847,-0.133290220593519,2015,0.213595048081649
2015-12-23,-0.0129,-0.0024,0.8802,0.2032,1.8802,1.2032,1.9917,-0.0559823266556209,-0.135445857584249,2015,0.197939671961396
2015-12-24,0.0099,0.0082,0.8989,0.2131,1.8989,1.2131,1.9917,-0.0465933624541849,-0.128332255514838,2015,0.209799274713813
2015-12-25,-0.0033,-0.0049,0.8926,0.2072,1.8926,1.2072,1.9917,-0.0497564894311393,-0.132571674929942,2015,0.205806937107258
2015-12-28,0.0019,-0.0041,0.8961,0.2023,1.8961,1.2023,1.9917,-0.0479991966661646,-0.136092548681469,2015,0.208097970287761
2015-12-29,-0.0072,-0.0098,0.8825,0.1905,1.8825,1.1905,1.9917,-0.054827534267209,-0.144571387511676,2015,0.19939966490169
2015-12-30,0.0075,0.0041,0.8965,0.1954,1.8965,1.1954,1.9917,-0.0477983632073103,-0.141050513760149,2015,0.208395162388452
2015-12-31,-0.0208,-0.0214,0.8572,0.1698,1.8572,1.1698,1.9917,-0.0675302505397399,-0.159445282747719,2015,0.183260543010773
2016-01-04,0.0046,-0.0076,0.8657,0.161,1.8657,1.161,1.9917,-0.0632625395390872,-0.165768484587196,2016,0.00459999999999994
2016-01-05,-0.0134,-0.0127,0.8406,0.1462,1.8406,1.1462,1.9917,-0.0758648390821911,-0.176402960408134,2016,-0.00886164
2016-01-06,-0.0293,-0.0223,0.7866,0.1207,1.7866,1.1207,1.9917,-0.102977356027514,-0.194725874829345,2016,-0.037901993948
2016-01-07,0.0208,-0.0018,0.8239,0.1187,1.8239,1.1187,1.9917,-0.0842496359893558,-0.196162966156499,2016,-0.0178903554221185
2016-01-08,-0.0034,-0.0018,0.8176,0.1167,1.8176,1.1167,1.9917,-0.0874127629663102,-0.197600057483653,2016,-0.0212295282136833
2016-01-11,-0.0126,0.0035,0.7948,0.1207,1.7948,1.1207,1.9917,-0.0988602701210022,-0.194725874829345,2016,-0.0335620361581908
2016-01-12,-0.0218,-0.0088,0.7556,0.1108,1.7556,1.1108,1.9917,-0.118541949088718,-0.201839476898757,2016,-0.0546303837699422
2016-01-13,0.0102,0.0106,0.7735,0.1226,1.7735,1.1226,1.9917,-0.109554651804991,-0.193360638068549,2016,-0.0449876136843956
2016-01-14,-0.033,-0.021,0.7149,0.099,1.7149,1.099,1.9917,-0.138976753527138,-0.210318315728965,2016,-0.0765030224328107
2016-01-15,0.0444,0.0197,0.7911,0.1207,1.7911,1.1207,1.9917,-0.100717979615404,-0.194725874829345,2016,-0.0354997566288274
2016-01-18,0.0139,-0.0026,0.8161,0.1177,1.8161,1.1177,1.9917,-0.0881658884370136,-0.196881511820076,2016,-0.0220932032459681
2016-01-19,-0.0198,-0.0132,0.7801,0.103,1.7801,1.103,1.9917,-0.106240899733896,-0.207444133074657,2016,-0.041455757821698
2016-01-20,0.009,0.0045,0.7961,0.1079,1.7961,1.1079,1.9917,-0.0982075613797259,-0.20392325932313,2016,-0.0328288596420934
2016-01-21,0.0084,0.0115,0.8112,0.1207,1.8112,1.1207,1.9917,-0.0906260983079782,-0.194725874829345,2016,-0.024704622063087
2016-01-22,0.0026,0,0.8159,0.1207,1.8159,1.1207,1.9917,-0.0882663051664407,-0.194725874829345,2016,-0.0221688540804511
2016-01-25,0.0113,0.007,0.8364,0.1285,1.8364,1.1285,1.9917,-0.0779735904001606,-0.189121218653445,2016,-0.0111193621315601
2016-01-26,-0.0088,-0.0044,0.8202,0.1236,1.8202,1.1236,1.9917,-0.0861073454837575,-0.192642092404972,2016,-0.0198215117448024
2016-01-27,0.0169,0.0061,0.8509,0.1305,1.8509,1.1305,1.9917,-0.0706933775166942,-0.187684127326291,2016,-0.00325649529328964
2016-01-28,0.0189,0.0339,0.8858,0.1688,1.8858,1.1688,1.9917,-0.0531706582316613,-0.160163828411296,2016,0.015581956945667
2016-01-29,0.0036,8e-04,0.8926,0.1698,1.8926,1.1698,1.9917,-0.0497564894311393,-0.159445282747719,2016,0.0192380519906716
2016-01-30,-0.0047,-8e-04,0.8837,0.1688,1.8837,1.1688,1.9917,-0.0542250338906461,-0.160163828411296,2016,0.0144476331463153
2016-02-01,-0.0116,-0.0076,0.8619,0.16,1.8619,1.16,1.9917,-0.0651704573982026,-0.166487030250772,2016,0.00268004060181815
2016-02-02,-0.0146,-0.0119,0.8348,0.1462,1.8348,1.1462,1.9917,-0.0787769242355777,-0.176402960408134,2016,-0.0119590879909685
2016-02-03,0.0148,0.0137,0.862,0.1619,1.862,1.1619,1.9917,-0.0651202490334889,-0.165121793489976,2016,0.00266391750676509
2016-02-15,0.0105,0.022,0.8816,0.1875,1.8816,1.1875,1.9917,-0.055279409549631,-0.146727024502407,2016,0.0131918886405862
2016-02-16,0.0101,0.0066,0.9006,0.1954,1.9006,1.1954,1.9917,-0.0457398202540544,-0.141050513760149,2016,0.0234251267158561
2016-02-17,0.0036,0,0.9074,0.1954,1.9074,1.1954,1.9917,-0.0423256514535322,-0.141050513760149,2016,0.0271094571720332
2016-02-18,0.0076,8e-04,0.9219,0.1964,1.9219,1.1964,1.9917,-0.0350454385700658,-0.140331968096573,2016,0.0349154890465406
2016-02-19,0.0105,0.0025,0.942,0.1993,1.942,1.1993,1.9917,-0.02495355726264,-0.138248185672199,2016,0.0457821016815294
2016-02-22,-0.0054,-0.0033,0.9315,0.1954,1.9315,1.1954,1.9917,-0.0302254355575639,-0.141050513760149,2016,0.0401348783324491
2016-02-23,-0.0091,-0.0033,0.9139,0.1914,1.9139,1.1914,1.9917,-0.0390621077471507,-0.143924696414457,2016,0.0306696509396238
2016-02-24,0.0053,0.0124,0.924,0.2062,1.924,1.2062,1.9917,-0.033991062911081,-0.133290220593519,2016,0.0361322000896038
2016-02-25,0.0033,-0.0016,0.9304,0.2042,1.9304,1.2042,1.9917,-0.030777727569413,-0.134727311920673,2016,0.0395514363498997
2016-02-26,0.0185,0.018,0.9661,0.2258,1.9661,1.2258,1.9917,-0.0128533413666717,-0.119206725587411,2016,0.0587831379223729
2016-03-01,-0.004,0,0.9582,0.2258,1.9582,1.2258,1.9917,-0.016819802179043,-0.119206725587411,2016,0.0545480053706833
2016-03-02,-0.0045,0.0088,0.9495,0.2367,1.9495,1.2367,1.9917,-0.0211879299091229,-0.111374577854423,2016,0.0498025393465154
2016-03-03,0.0055,0.0048,0.9603,0.2426,1.9603,1.2426,1.9917,-0.0157654265200582,-0.107135158439319,2016,0.0555764533129213
2016-03-04,-0.0025,-0.0032,0.9554,0.2386,1.9554,1.2386,1.9917,-0.0182256363910227,-0.110009341093626,2016,0.0529375121796389
2016-03-07,-0.0024,8e-04,0.9507,0.2396,1.9507,1.2396,1.9917,-0.0205854295325602,-0.109290795430049,2016,0.0504104621504078
2016-03-08,0.0075,0,0.9652,0.2396,1.9652,1.2396,1.9917,-0.0133052166490938,-0.109290795430049,2016,0.0582885406165359
2016-03-09,-7e-04,0.0024,0.9638,0.2426,1.9638,1.2426,1.9917,-0.0140081337550836,-0.107135158439319,2016,0.0575477386381043
2016-03-10,0.0106,0.0127,0.9846,0.2583,1.9846,1.2583,1.9917,-0.00356479389466291,-0.0958539915211611,2016,0.0687577446676682
2016-03-11,0.0042,0,0.9929,0.2583,1.9929,1.2583,1.9929,0,-0.0958539915211611,2016,0.0732465271952725
2016-03-14,-0.0147,-0.0102,0.9637,0.2455,1.9637,1.2455,1.9929,-0.0146520146520147,-0.105051376014946,2016,0.0574698032455019
2016-03-15,0.0136,0.0189,0.9904,0.2691,1.9904,1.2691,1.9929,-0.00125445330924789,-0.0880936983545305,2016,0.0718513925696407
2016-03-16,-0.0136,-0.0023,0.9633,0.2662,1.9633,1.2662,1.9929,-0.0148527271814943,-0.0901774807789034,2016,0.0572742136306936
2016-03-17,0.0067,0.0078,0.9764,0.276,1.9764,1.276,1.9929,-0.00827939184103577,-0.0831357332758497,2016,0.0643579508620191
2016-03-18,0.0024,-0.0085,0.9811,0.2652,1.9811,1.2652,1.9929,-0.00592101961964975,-0.0908960264424803,2016,0.0669124099440881
2016-03-21,-7e-04,8e-04,0.9798,0.2662,1.9798,1.2662,1.9929,-0.00657333534045867,-0.0901774807789034,2016,0.0661655712571272
2016-03-22,-0.0055,-0.0023,0.969,0.2632,1.969,1.2632,1.9929,-0.0119925736364094,-0.0923331177696343,2016,0.0603016606152129
2016-03-23,-5e-04,0.0039,0.968,0.2681,1.968,1.2681,1.9929,-0.0124943549601084,-0.0888122440181073,2016,0.0597715097849054
2016-03-24,-0.006,-0.007,0.9562,0.2593,1.9562,1.2593,1.9929,-0.0184153745797583,-0.0951354458575842,2016,0.053412880726196
2016-03-25,-0.0057,-8e-04,0.945,0.2583,1.945,1.2583,1.9929,-0.0240353254051886,-0.0958539915211611,2016,0.0474084273060567
2016-03-28,-0.0092,8e-04,0.9272,0.2593,1.9272,1.2593,1.9929,-0.032967032967033,-0.0951354458575842,2016,0.0377722697748408
2016-03-29,0.0155,0.0164,0.9571,0.2799,1.9571,1.2799,1.9929,-0.017963771388429,-0.0803334051878997,2016,0.0538577399563511
