"證券代碼","公司名稱","TSE產業別","年月日","調整開盤價","調整收盤價","成交張數","CAPM一年beta","全額交割.Y.","股價年標準差","Price_MA_20","Price_MA_60","Price_MA_120","Price_MA_252","成交張數_MA_20","CV股價離散程度","z_CV_price","上市別","年月.x","季別","合併.Y.N.","單季.Q..單半年.H.","月份","ROE","ROA","資產總額","權益總額","營業毛利","淨利","GPOA","營業毛利率","自由現金流量","CFOA","折舊","流動資產","流動負債","ACC應計項目","change_GPOA","change_營業毛利率","change_ROA","change_ROE","change_CFOA","change_ACC應計項目","負債總額","負債比率","MA_ROE","sigma_ROE","MA_ROA","sigma_ROA","z_ROA","z_ROE","z_GPOA","z_營業毛利率","z_CFOA","z_ACC","z_change_GPOA","z_change_ROE","z_change_ROA","z_change_營業毛利率","z_change_CFOA","z_change_ACC應計項目","z_sigma_ROE","z_sigma_ROA","z_負債比率","score_profit","score_growth","score_safety","年.x","時間標籤.x","年月.y","單月營收_千元","年.y","月","月營收YoY","月營收MoM","z_月營收YoY","z_月營收MoM","時間標籤.y","total_score"
4908,"前鼎",27,20220812,37.1,38,1604,1.0392,".",3.37392822828755,34.1974999999999,34.5058333333334,34.07625,31.5671789682539,2995.7,0.106880891437293,-0.0767212653845302,"OTC",202203,1,"N",1,3,0.04495807,0.04025876,1846480,1653474,109313,74337,0.05920075,43.54,421,0.0002280014,5846,1490204,192089,-0.6998554,-0.001795429,0.6637371,7.456325,7.722326,-0.09600443,-0.001795429,193006,0.1045265,0.02250289,0.01744458,0.02037252,0.01558132,1.183914,0.1477789,0.5156288,0.5625881,-0.09108376,-2.062184,0.0146378,0.4861941,0.5703006,0.1652509,0.01473107,0.0146378,-0.0451638,0.414964,-1.789986,0.7301682,0.2502229,-0.4733953,2022,2022-05-15,200901,66767,2009,1,-0.261,-0.0594,-0.018129181633477,-0.00879756121174135,20090210,1.33648868471266
8131,"福懋科",24,20220812,38.4,38.85,739,0.5224,".",1.17470355884548,37.1425,37.1753,37.3996325,36.5902555555553,318.25,0.0321042731462183,-1.07484312425534,"TSE",202206,2,"N",1,6,0.05637189,0.04425919,15302516,12014446,608027,677277,0.03973379,22.53,1237802,0.08088879,314033,11226749,2753582,-0.5331891,0.1659781,0.07285714,0.8017505,0.8413157,0.1220774,0.1659781,3288070,0.2148712,0.0375636,0.01255118,0.02986195,0.009608148,1.09252,0.3339752,-0.1288728,0.01542176,0.8905669,-1.323548,0.03242253,0.03486435,0.04215731,0.02959855,0.0248914,0.03242253,-0.2017988,-0.2246933,-1.30814,0.5878598,0.03278683,-0.5782107,2022,2022-08-14,200901,431817,2009,1,-0.4904,0.0532,-0.073249048848163,0.0357925255402087,20090210,1.24976638721567
6530,"創威",27,20220812,23.25,23.4,267,0.8622,".",1.7896463491027,21.8675,20.3479333333333,20.3058333333333,20.4964408730159,411.05,0.0873149811808943,-0.337887966446048,"OTC",202206,2,"N",1,6,0.03152097,0.02530676,544558,437201,30322,13781,0.05568186,43.1,43317,0.07954525,1863,523748,102762,-0.7696572,-0.1151852,0.09864899,0.2394793,0.3900184,53.46074,-0.1151852,107357,0.1971452,0.02043373,0.008863098,0.01715172,0.007178472,0.4112713,0.06840222,0.3386613,0.1944685,0.8697244,-2.518802,-0.03065634,0.008486901,0.008313168,0.03776128,0.09111256,-0.03065634,-0.2460566,-0.4022373,-1.409236,0.7335549,0.02300351,-0.6858432,2022,2022-08-14,201504,30964,2015,4,-0.138,-0.0618,-0.1465557,-0.05933728,20150510,1.20885717661151
8049,"晶采",26,20220812,27.3,27.4,1165,0.4747,".",1.26132538725971,26.7049999999999,25.6241666666666,25.7670833333333,25.0101591269842,991.7,0.0504325214747965,-0.830196793495161,"OTC",202206,2,"Y",1,6,0.06956499,0.04789829,2691140,1852958,164893,128901,0.06127255,27.89,324294,0.1205043,10294,1745223,781937,-0.354122,-0.2019335,0.04067164,0.5003718,0.7266088,41.05115,-0.2019335,838182,0.3114598,0.05453192,0.01245036,0.03901405,0.00733603,1.223327,0.4749652,0.5025582,0.06207662,1.505125,-0.4184349,-0.0501183,0.02815995,0.02401677,0.01941234,0.07570577,-0.0501183,-0.2030087,-0.3907241,-0.7572716,0.6977479,0.01943531,-0.4503348,2022,2022-08-14,200901,56889,2009,1,-0.4235,-0.1924,-0.0571744232306282,-0.0614661361496575,20090210,1.20530908514316
6206,"飛捷",25,20220812,85.2,83.1,3202,0.688,".",7.83493993502794,88.0845699999999,82.3546950000002,76.8029891666663,72.2557126984127,3890.95,0.108433501552052,-0.055996951698506,"TSE",202206,2,"Y",1,6,0.07772821,0.05615956,6334131,4576485,606616,355722,0.09576941,36.91,580474,0.09164225,20877,4883370,1676223,-0.5030319,-0.07861162,0.1031082,1.46534,1.662871,-19.14998,-0.07861162,1757646,0.2774881,0.04540765,0.02410963,0.03290627,0.01695095,1.52028,0.5622027,1.51387,0.1405891,1.057386,-1.171116,-0.02245108,0.08288264,0.08209999,0.03917254,0.0009647109,-0.02245108,-0.0630951,0.3118686,-0.9510205,0.9942406,0.03653376,-0.2340824,2022,2022-08-14,200901,150858,2009,1,-0.2626,-0.1067,-0.0185136270892028,-0.0275285656821431,20090210,1.20182172083542
6216,"居易",27,20220812,30.25,30.35,1878,0.7648,".",2.23293916466102,30.3725,30.1775,29.2529166666667,27.6554186507937,1412.85,0.0807414703373849,-0.425631501957258,"TSE",202206,2,"Y",1,6,0.04960072,0.03930335,2041480,1617658,140634,80237,0.06888826,46.6,105988,0.05191724,1723,1820362,414723,-0.6876952,-0.0686063,-0.07115806,1.50845,1.740394,-12.43073,-0.0686063,423822,0.2076053,0.03087801,0.01637649,0.02461138,0.01249922,0.9143809,0.2616141,0.7258208,0.2249334,0.4411295,-2.104516,-0.02020639,0.08741372,0.08469487,-0.01598005,0.009306807,-0.02020639,-0.1558944,-0.01343365,-1.349579,0.7787325,0.02904579,-0.5063024,2022,2022-08-14,200901,30131,2009,1,-0.6717,-0.4949,-0.116811524550092,-0.181257443809204,20090210,1.17710140343922
2059,"川湖",28,20220812,473.5,474,301,0.8925,".",39.6913023775506,447.700000000001,430.95,427.691666666667,428.983678571429,377.2,0.0925240384662833,-0.268357221950243,"TSE",202206,2,"Y",1,6,0.07411024,0.05644978,17697464,13480162,1127221,999018,0.06369393,58.21,932668,0.05270066,54881,14102204,2763839,-0.6375763,-0.1012829,0.114067,1.083241,1.299461,20.62571,-0.1012829,4217302,0.2382998,0.03935042,0.02472708,0.03102417,0.01834829,1.530712,0.5235387,0.5735436,0.3259899,0.4532828,-1.851185,-0.02753737,0.06164203,0.05910074,0.04264083,0.05034713,-0.02753737,-0.0556856,0.4139761,-1.174521,0.8763753,0.03723867,-0.2720768,2022,2022-08-14,200901,131408,2009,1,-0.4351,-0.2957,-0.0599616527846402,-0.102373382699182,20090210,1.12479924770292
2451,"創見",24,20220812,65.5,65.8,251,0.5964,".",2.26905307291529,62.975,63.1851066666667,64.7282066666667,64.1327619047619,317.5,0.0353805606607878,-1.03111108262292,"TSE",202206,2,"Y",1,6,0.07791453,0.06232441,23849163,19077122,874275,1486385,0.03665852,29.08,-29895,-0.001253503,47104,18517543,4226705,-0.5972425,0.008219368,-0.1622011,0.7177748,0.7900808,-0.962134,0.008219368,4772041,0.2000926,0.03930676,0.02879484,0.03202324,0.02291074,1.741877,0.5641938,-0.2190277,0.07243469,-0.3837111,-1.647313,-0.002970577,0.03186977,0.03710266,-0.04479377,0.02354533,-0.002970577,-0.006871711,0.7473694,-1.392426,0.5705133,0.008950683,-0.2173094,2022,2022-08-14,200901,2759746,2009,1,-0.0881,0.0452,0.0234149554258918,0.0326244909574769,20090210,1.02363878683162
1476,"儒鴻",4,20220812,438.5,444.5,347,0.9953,".",68.9196118129226,430.8,443.735133333333,460.473474999999,523.49438095238,1029.2,0.131653011609292,0.253938173345361,"TSE",202206,2,"Y",1,6,0.09233136,0.06189614,32922684,22070367,3138002,2037787,0.09531428,27.98,3272474,0.09939876,187003,18321021,9601165,-0.2591785,0.0315886,0.002508062,0.1590959,0.1439171,-0.06268669,0.0315886,10852317,0.3296304,0.07084685,0.02118452,0.04726651,0.01389478,1.726482,0.7182614,1.500527,0.06286,1.177713,0.06146714,0.002272302,-0.005897237,0.003474744,0.00733415,0.02466202,0.002272302,-0.09819709,0.08854466,-0.6536405,0.8540628,0.006369195,-0.2210976,2022,2022-08-14,200901,452789,2009,1,0.045,-0.284,0.0553960117740815,-0.0977401321219366,20090210,1.01816669593774
3454,"晶睿",26,20220812,97.9,99,1762,0.4961,".",3.80166530727459,82.35097,78.5335400000004,77.2380999999998,75.2064186507936,500.85,0.0505497452940405,-0.828632084378303,"TSE",202206,2,"Y",1,6,0.04827771,0.02570231,5819048,3097972,577223,149563,0.09919544,27.29,122721,0.02108953,27022,4446834,2381756,-0.3502387,-0.004363315,-0.04009849,14.41178,15.30083,0.4389116,-0.004363315,2721076,0.4676153,0.02428513,0.02122175,0.01341707,0.0112861,0.4254895,0.2474756,1.614307,0.05685406,-0.03710235,-0.3988063,-0.005793497,0.8799946,0.8613702,-0.006150167,0.02528476,-0.005793497,-0.09775033,-0.1020801,0.133321,0.4509718,0.3509412,-0.0221698,2022,2022-08-14,200901,73465,2009,1,-0.367,-0.0455,-0.043598693075311,-0.00329310112424485,20090210,0.982099685519265
1783,"和康生",22,20220812,42.5,42.65,234,0.8083,".",8.74048014242233,42.975,41.6341666666667,41.2300000000001,48.4483992063491,711,0.180408027625336,0.904722446923813,"TSE",202206,2,"Y",1,6,0.03160131,0.02887122,1316744,1202988,90591,38016,0.06879925,58.74,-8964,-0.006807701,7318,863373,113736,-0.5637535,0.4720198,0.1233505,0.3717148,0.3345268,-2.544991,0.4720198,113756,0.08639189,0.02801588,0.004386472,0.02324905,0.003777299,0.5393962,0.06926081,0.7232114,0.3306032,-0.4698737,-1.478039,0.1010829,0.005243529,0.01627267,0.04557894,0.02158018,0.1010829,-0.299777,-0.6507718,-2.040889,0.4451062,0.03795164,-0.9971458,2022,2022-08-14,201101,15808,2011,1,0.1307,0.1751,-0.03084422,0.4278792,20110210,0.973892458269047
1451,"年興",4,20220812,24.2,23.95,237,0.5052,".",1.21292801108839,22.7725,22.092705,20.907555,20.3209198412699,421.95,0.0596886371563284,-0.706645720965893,"TSE",202206,2,"Y",1,6,0.02246752,0.01639721,10278031,7501095,287545,168531,0.02797666,11.64,148082,0.01440762,62499,7346475,2132831,-0.5011801,0.06101711,0.7852761,17.98759,19.93343,4.005594,0.06101711,2776936,0.2701817,-0.0005574246,0.0186157,-0.0007048168,0.01406522,0.09101588,-0.02834882,-0.4735454,-0.07936768,-0.1407592,-1.161756,0.008874578,1.150761,1.076605,0.2550682,0.02971288,0.008874578,-0.1290235,0.1009993,-0.9926907,0.08845842,0.5042043,-0.3402383,2022,2022-08-14,200901,466366,2009,1,-0.462,-0.0713,-0.0664251420090301,-0.0135100126535549,20090210,0.958077733232443
8916,"光隆",20,20220812,47.7,46.4,513,0.2479,".",1.66592549988016,42.968805,41.3326166666667,40.6291666666665,39.303338888889,355,0.0423863607259869,-0.937597330011984,"OTC",202206,2,"Y",1,6,0.06182221,0.03484576,8874594,5002118,518878,309242,0.0584678,18.32,985535,0.1110513,40559,6075573,3569491,-0.2778181,-0.09715821,0.1624365,2.172732,2.461537,-2.778823,-0.09715821,3872476,0.4363553,0.04321722,0.01982249,0.02338064,0.009940958,0.7541522,0.3922209,0.4203342,-0.0212232,1.358479,-0.03274862,-0.026612,0.1295631,0.1246792,0.05794906,0.02128987,-0.026612,-0.1145417,-0.2003738,-0.04496251,0.489452,0.06137385,-0.1199594,2022,2022-08-14,200901,202629,2009,1,0.1448,-0.3577,0.079375797074978,-0.126925650715353,20090210,0.954570482077974
4105,"東洋",22,20220812,70.2,70.5,383,0.3716,".",2.73663077718107,70.0599999999999,68.7120849999999,68.0347941666669,67.8114547619044,678.9,0.0403564676025573,-0.964692440007197,"OTC",202206,2,"Y",1,6,0.05050142,0.03013427,9390039,5603050,716655,282962,0.07632077,61.49,712100,0.07583568,39635,4884057,3345324,-0.1596477,-0.3943834,-0.01046025,8.806288,9.758788,-28.98183,-0.3943834,3786989,0.4032985,0.03311959,0.02031691,0.0202555,0.01234079,0.584797,0.2712396,0.9437126,0.3545399,0.8121777,0.5645564,-0.09329436,0.5560732,0.5239653,0.003229879,-0.01124175,-0.09329436,-0.1086085,-0.0250108,-0.2334932,0.4003184,0.1957464,-0.1223708,2022,2022-08-14,200901,180865,2009,1,-0.0939,-0.0565,0.0220213406488858,-0.00764914867550107,20090210,0.951037375650685
