"證券代碼","公司名稱","年月日","調整開盤價","調整收盤價","成交張數","CAPM一年beta","隔日開盤價","後日開盤價","TSE產業別","open_price_daily_change","股價年標準差","Price_MA_20","Price_MA_60","Price_MA_120","Price_MA_252","CV股價離散程度","z_CV_price","上市別","年月","季別","合併.Y.N.","單季.Q..單半年.H.","月份","ROE","ROA","資產總額","權益總額","營業毛利","淨利","GPOA","營業毛利率","自由現金流量","CFOA","折舊","流動資產","流動負債","ACC應計項目","change_GPOA","change_營業毛利率","change_ROA","change_ROE","change_CFOA","change_ACC應計項目","負債總額","負債比率","MA_ROE","sigma_ROE","MA_ROA","sigma_ROA","z_ROA","z_ROE","z_GPOA","z_營業毛利率","z_CFOA","z_ACC","z_change_GPOA","z_change_ROE","z_change_ROA","z_change_營業毛利率","z_change_CFOA","z_change_ACC應計項目","z_sigma_ROE","z_sigma_ROA","z_負債比率","score_profit","score_growth","score_safety","年","時間標籤","total_score"
3093,"港建",20220728,133,125,1210,0.8524,NA,NA,31,NA,22.3186155482495,132.075,122.819468333333,101.984854166667,87.2779765873016,0.255718755417352,1.42889358532322,"OTC",202203,1,"Y",1,3,0.131311596958579,0.0638733332437714,1935346,941402,257671,123617,0.133139500637095,43.45,225674,0.116606539605838,5470,1596382,955186,-0.32848183218918,-0.372652649351344,0.339808818994758,0.861489817702244,1.76900827083535,-20.4899603934155,-0.372652649351344,993944,0.513574316943844,0.0572598244183882,0.051383776188832,0.0334097258049826,0.0227661700487794,2.17273222783808,0.538076278320031,2.70910822099459,0.559949239517722,1.76383819938772,-0.254822026689702,-0.0129784486506894,0.116840263582127,0.0746157622150137,0.0969199892130049,-0.158322998917859,-0.0129784486506894,0.0389081121047421,1.01936470767719,0.438615537784896,1.33308769879131,0.017349353131818,-0.498962785855608,2022,2022-05-15,0.715799506599632
3390,"旭軟",20220728,23.35,22.55,1010,1.2082,NA,NA,28,NA,2.62466991640464,21.3888800000001,20.6406216666667,19.8251500000001,19.9648781746032,0.131464359233778,0.0721023842230487,"OTC",202203,1,"Y",1,3,0.0187948894774296,0.0103818883537957,1974111,1090456,22129,20495,0.0112096027021783,9.91,12621,0.00639325752199344,7544,1682684,878182,-0.403704756216849,0.0478341821194448,-0.355237475601822,34.8388640421348,35.1242015204952,-2.04607796503883,0.0478341821194448,883655,0.44762173960836,0.00045190508201557,0.0152211748141515,-7.34715946137591e-05,0.00899475410972109,-0.0657919036071987,0.0296249704670945,-0.906968218582979,-0.424875965942343,0.0076197560765756,-0.621020379166251,0.0183345270682519,2.18729497411125,2.62957147321315,-0.0496927213886144,-0.00181458568247252,0.0183345270682519,-0.0506759871515037,-0.138695005437427,0.0792842794035633,-0.123228497070433,0.800338032398303,0.036695571061789,2022,2022-05-15,0.702621393715803
3443,"創意",20220728,551,524,5477,1.6883,NA,NA,24,NA,64.3930338002562,498.899999999999,519.3634,488.977183333333,497.028313492063,0.129556067636949,0.0512648659763255,"TSE",202203,1,"Y",1,3,0.0933456493740557,0.0372645925448624,14600589,5828713,1627850,544085,0.111492077477148,36.06,165196,0.0113143380722517,79078,13331413,8382932,-0.333507298917872,-0.0382088234239125,0.0452173913043479,0.271594969607315,0.455502572437994,0.787505402613487,-0.0382088234239125,8771876,0.600789187340319,0.053368716299704,0.0319715930589775,0.0247232688898471,0.0109392485088887,1.05920261044986,0.366512106781676,2.0671103337493,0.342958831993873,0.086035825900253,-0.279286877800729,0.011927043309629,0.0353071110023148,0.0302581493790946,0.0347790238277267,0.0222302236662975,0.011927043309629,-0.00918087691093472,0.0248205427108483,0.913790737833821,0.700184431112614,0.0244047657491153,-0.309810134544578,2022,2022-05-15,0.699870165652925
1720,"生達",20220728,44.8,44.65,759,0.3697,NA,NA,22,NA,2.63198057858191,43.614905,42.0050816666667,41.5257024999999,39.3463134920636,0.0668926856162217,-0.632985574799147,"TSE",202203,1,"Y",1,3,0.0356906967402813,0.0233549793710861,9990589,6537558,518619,233330,0.0519107532098458,41.92,573047,0.057358680253987,63654,5538191,2869414,-0.260757699070595,0.00753742785500222,-0.0674082313681869,0.105598907645236,0.191587089120307,0.608745698287261,0.00753742785500222,3453031,0.345628370859816,0.0299977022898554,0.00549011055145383,0.0198453952148427,0.00365961199639343,0.477109439988453,0.105975367597826,0.300106288221223,0.515024297229293,0.819739798967455,0.0748708999214151,0.0153336928128222,0.0189251026137935,0.0177759433171487,0.0110218324699918,0.0207133305835548,0.0153336928128222,-0.0747823454786117,-0.587335375645314,-0.476409023566842,0.357180715347139,0.0165172657683556,0.379508914896923,2022,2022-05-15,0.696101277458399
2345,"智邦",20220728,251,248,3403,1.5211,NA,NA,27,NA,31.9681404650425,236.025,231.341666666666,233.966666666667,257.726154761905,0.124039178307594,-0.00897659935141512,"TSE",202203,1,"Y",1,3,0.075067651387832,0.0351086898590151,36380993,17015172,2980746,1277289,0.0819314085242258,18.95,722,1.98455275808442e-05,196637,32692885,17179875,-0.420999311371188,-0.0173042254295976,-0.0125065138092758,0.236742199126571,0.219939765892025,-0.995840654897809,-0.0173042254295976,19365821,0.532306003852066,0.0698259448125265,0.00647928062437472,0.0326037944535458,0.00297778848750222,0.968981824729012,0.283915733415651,1.19042922149353,-0.159437091244699,-0.0939388172620967,-0.705213298893807,0.0134837749844846,0.0206850364489456,0.0276373675495248,0.0226027727477447,0.00709736523507835,0.0134837749844846,-0.0723319158461932,-0.644670971389099,0.540671907683811,0.482527361670868,0.0174983486583771,0.0587769931838269,2022,2022-05-15,0.679900761819828
3003,"健和興",20220728,83.3,83.2,4397,1.3226,NA,NA,28,NA,7.63075988531943,76.3200000000001,74.4083333333332,78.0879025000002,84.1844968253967,0.0906432914975551,-0.373641728059252,"TSE",202203,1,"Y",1,3,0.0475737802531142,0.0310082096817497,8518357,5552197,417460,264139,0.0490071031303337,35.14,144879,0.0170078572663719,26987,6603966,2179759,-0.516205179003416,0.058800672854288,0.0135563888087684,0.143615726311045,0.185170882601504,-0.439062442757934,0.058800672854288,2966160,0.348207993630697,0.0343640431832593,0.0118444094064221,0.0236494933208685,0.00690011555403144,0.797383845908255,0.159673787047558,0.213992703127387,0.31594514120606,0.176760493807821,-1.16869211633778,0.0191511839345348,0.0185268298497549,0.0206346482695268,0.0281004681224038,0.0118219927555823,0.0191511839345348,-0.0590411068041759,-0.314836408443124,-0.462354393196682,0.472074681239144,0.0195643844777229,0.278743969481327,2022,2022-05-15,0.675557774191899
3653,"健策",20220728,381,371.5,2456,1.7027,NA,NA,28,NA,40.4233044692343,330.9193,350.355,364.211608333332,357.552674603176,0.113055522557893,-0.128912214789037,"TSE",202203,1,"Y",1,3,0.0596700625082303,0.032786204303285,14179958,7791294,778603,464907,0.0549086957803401,30.99,1150446,0.0811318340999317,108270,8499874,3735403,-0.32836493591871,-0.260966266456635,0.00977517106549364,0.798082531564964,1.09785443179971,-17.5103846650617,-0.260966266456635,6388664,0.450541814016656,0.0367199094953714,0.0153909637616714,0.0243548406861116,0.00613372834753702,0.871789835016852,0.214335629457073,0.389016306846496,0.194089905587119,1.19855848987768,-0.25425295519707,-0.00466134396637448,0.0751797755999381,0.0698478008426825,0.0273028599817284,-0.133039348842002,-0.00466134396637448,-0.0502553760961861,-0.379283096598877,0.0951938018830681,0.520340520330382,0.00499473327493294,0.111448223603998,2022,2022-05-15,0.661100184535922
2723,"美食-KY",20220728,104.5,104,388,0.8895,NA,NA,16,NA,17.582840817477,107.725,99.0082566666663,96.7747691666668,110.565432936507,0.159026563280172,0.37306683362431,"TSE",202203,1,"Y",1,3,0.022708035444453,0.0123476649048963,21018630,11429038,2866457,259531,0.136376966529217,59.08,353160,0.0168022368727172,656782,8476257,6034417,-0.0849274191514861,2.01866091093245,0.00424953255141935,0.0901805281466959,0.00311052552293312,0.790239204422447,2.01866091093245,9589592,0.456242485832806,0.0211753144249411,0.00849164366431073,0.0104299600375579,0.0042497320133387,0.0164724333483456,0.0473080704199242,2.80512178563061,1.01888835583677,0.173483989190323,0.930843459538799,0.165098812859802,0.00722580931323666,0.0166165459930963,0.0261372846140857,0.0222534217638175,0.165098812859802,-0.0673467730894155,-0.537711268687031,0.126252930427755,0.521738529147861,0.0670717812339732,0.159601703782897,2022,2022-05-15,0.644685201503791
3023,"信邦",20220728,277,271.5,586,0.9881,NA,NA,28,NA,19.2502743758219,250.6,255.383333333333,258.8125,251.75326984127,0.076464843487273,-0.528462757306264,"TSE",202203,1,"Y",1,3,0.0543527726259578,0.0235683543905911,28282331,12263735,1790846,666568,0.0633203111865143,25.72,572866,0.020255261138129,109418,23164389,15309574,-0.273859923356388,-0.137748913964885,-0.0130468150422103,-0.0118313213552843,-0.0296303124650992,12.6658228266693,-0.137748913964885,16018596,0.566381745549898,0.0524850050406659,0.00438180297185569,0.0242978754893997,0.00136776756175972,0.486038814231229,0.190307349076334,0.638479685428917,0.0393484377047537,0.228506984472359,0.011086980202066,0.00451445341408268,0.00519348943634062,0.00894568373773263,0.0224888018814618,0.123025520923506,0.00451445341408268,-0.077527909471325,-0.780060126696347,0.726327717346484,0.261932381785254,0.028113733801201,0.0437534396070625,2022,2022-05-15,0.635463363211975
3479,"安勤",20220728,67,65.3,662,0.8129,NA,NA,25,NA,4.7171164462856,63.3050000000001,58.8753216666665,57.3798325,53.7579742063493,0.0877472880242662,-0.405264528954835,"OTC",202203,1,"Y",1,3,0.0453516887532116,0.0233569299440689,4980235,2564910,399574,116323,0.0802319569257274,24.15,177477,0.0356362701760057,21868,3799064,2289931,-0.298633498218458,-0.153060571502461,-0.00617283950617298,2.77772160878447,3.6709612532047,-0.378927477848054,-0.153060571502461,2415325,0.484982134377193,0.0316217468368632,0.0164292321106222,0.0182715916995577,0.0085290273147303,0.477191068082461,0.149632386489479,1.14002856513595,-0.00675101287879736,0.473599147942321,-0.109515115724267,0.00337421898863391,0.23490006560686,0.218708337641315,0.02393879477227,0.012332277288926,0.00337421898863391,-0.0476833173589474,-0.177858693542087,0.282835955596896,0.390535878415947,0.0827713188811065,-0.0190979815652874,2022,2022-05-15,0.626901524233365
